학교,과목,학년(학년군),성취기준 코드,성취기준 내용
중학교,진로와 직업,1~3학년,[9진로02-06],창업의 특성과 창업가 정신을 이해하고 그 중요성을 인식한다.
중학교,진로와 직업,1~3학년,[9진로03-01],진로의사결정의 방법과 고려 사항을 이해하고 진로를 잠정적으로 결정한다.
중학교,진로와 직업,1~3학년,[9진로03-02],관심 진로 분야의 다양한 진로 경로를 탐색하고 자신의 진로 경로를 설정한다.
중학교,진로와 직업,1~3학년,[9진로03-03],"진로 목표 성취를 위해 학습의 필요성을 이해하고, 학습 계획을 자기 주도적으로 수립하여 실천한다."
중학교,진로와 직업,1~3학년,[9진로03-04],졸업 이후의 진로 계획을 수립하고 자기 관리 및 진로 준비 방법을 알아보고 실천한다.
고등학교,공통국어1,공통과목,[10공국1-01-01],대화의 원리를 고려하여 대화하고 자신의 듣기 말하기 과정과 공동체의 담화 관습을 성찰한다. 
고등학교,공통국어1,공통과목,[10공국1-01-02],논제의 필수 쟁점별로 논증을 구성하고 논증이 타당한지 평가하며 토론한다. 
고등학교,공통국어1,공통과목,[10공국1-02-01],다양한 글이나 자료를 읽으며 논증의 타당성을 평가하고 자신의 관점을 바탕으로 논증을 재구성한다. 
고등학교,공통국어1,공통과목,[10공국1-02-02],자신의 진로나 관심 분야와 관련한 다양한 글이나 자료를 찾아 주제 통합적으로 읽고 읽은 결과를 공유한다. 
고등학교,공통국어1,공통과목,[10공국1-03-01],내용 전개의 일반적 원리를 고려하여 사회적 쟁점에 대한 자신의 견해를 정교하게 표현하는 글을 쓴다. 
고등학교,공통국어1,공통과목,[10공국1-03-02],다양한 언어 공동체의 특성을 고려하며 필자의 개성이 드러나는 글을 쓴다. 
고등학교,공통국어1,공통과목,[10공국1-04-01],언어 공동체가 다변화함에 따라 다양해진 언어 실천 양상을 분석하고 언어 주체로서 책임감을 가지며 국어생활을 한다. 
고등학교,공통국어1,공통과목,[10공국1-04-02],음운 변동을 탐구하여 발음과 표기에 올바르게 적용한다. 
고등학교,공통국어1,공통과목,[10공국1-04-03],다양한 분야의 글과 담화에 나타난 문법 요소 및 어휘의 표현 효과를 평가하고 적절한 표현을 생성한다. 
고등학교,공통국어1,공통과목,[10공국1-05-01],문학 소통의 특성을 고려하며 문학 소통에 참여한다. 
고등학교,공통국어1,공통과목,[10공국1-05-02],갈래에 따른 형상화 방법의 특성을 고려하며 작품을 수용한다. 
고등학교,공통국어1,공통과목,[10공국1-05-03],작품 구성 요소의 유기적 관계와 맥락에 유의하여 작품을 수용하고 생산한다. 
고등학교,공통국어1,공통과목,[10공국1-06-01],사회적 의제를 다룬 매체 자료를 비판적으로 분석한다. 
고등학교,공통국어1,공통과목,[10공국1-06-02],소통 맥락과 매체 특성을 고려하여 다양한 목적의 매체 자료를 제작한다. 
고등학교,공통국어2,공통과목,[10공국2-01-01],청중의 관심과 요구에 맞게 내용을 구성하여 발표하고 청중의 질문에 효과적으로 답변한다. 
고등학교,공통국어2,공통과목,[10공국2-01-02],쟁점과 이해관계를 고려하여 문제를 해결할 수 있는 대안을 탐색하며 협상한다. 
고등학교,공통국어2,공통과목,[10공국2-01-03],사회적 소통 과정에서 말의 영향력을 고려하여 책임감 있게 듣고 말한다. 
고등학교,공통국어2,공통과목,[10공국2-02-01],복합양식으로 구성된 글이나 자료에 내재된 필자의 관점이나 의도 표현 방법을 평가하며 읽는다.
고등학교,공통국어2,공통과목,[10공국2-02-02],동일한 화제의 글이나 자료라도 서로 다른 관점과 형식으로 표현됨을 이해하며 읽기 목적을 고려하여 글이나 자료를 주제 통합적으로 읽는다. 
고등학교,공통국어2,공통과목,[10공국2-02-03],의미 있는 사회적 독서 활동에 참여함으로써 타인과 교류하고 다양한 지식이나 정보 삶에 대한 가치관 등을 이해하는 태도를 지닌다.
고등학교,공통국어2,공통과목,[10공국2-03-01],언어 공동체가 공유하는 작문 관습의 특성을 이해하고 쓰기 과정과 전략을 점검하며 책임감 있게 글을 쓴다. 
고등학교,공통국어2,공통과목,[10공국2-03-02],논증 요소에 따른 분석을 바탕으로 효과적으로 내용을 조직하여 논증하는 글을 쓴다. 
고등학교,공통국어2,공통과목,[10공국2-03-03],신뢰할 수 있는 정보를 종합하여 복합양식 자료가 포함된 공동 보고서를 쓴다. 
고등학교,공통국어2,공통과목,[10공국2-04-01],과거 및 현재의 국어생활에 나타나는 국어의 변화를 이해하고 국어문화 발전에 참여한다. 
고등학교,공통국어2,공통과목,[10공국2-04-02],한글 맞춤법의 원리를 적용하여 국어생활을 성찰하고 문제를 해결한다. 
고등학교,공통국어2,공통과목,[10공국2-05-01],한국 문학사의 흐름을 고려하여 작품을 수용한다. 
고등학교,공통국어2,공통과목,[10공국2-05-02],주체적인 관점에서 작품을 해석하고 평가하며 문학을 생활화하는 태도를 지닌다. 
고등학교,공통국어2,공통과목,[10공국2-06-01],매체 비평 자료를 비판적으로 수용하고 자신의 관점을 담아 매체 비평 자료를 제작한다. 
고등학교,공통국어2,공통과목,[10공국2-06-02],매체의 변화가 소통 문화에 끼치는 영향을 탐구한다. 
고등학교,화법과 언어,선택과목,[12화언01-01],언어를 인간의 삶과 관련지어 이해하고 국어와 국어생활이 시간의 흐름에 따라 변화하는 양상을 분석한다.
고등학교,화법과 언어,선택과목,[12화언01-02],표준 발음을 이해하고 정확하게 발음하는 국어생활을 한다. 
고등학교,화법과 언어,선택과목,[12화언01-03],품사와 문장 구조에 대한 지식을 활용하여 언어 자료를 분석하고 설명한다. 
고등학교,화법과 언어,선택과목,[12화언01-04],단어의 짜임과 의미 단어 간의 의미 관계를 중심으로 어휘를 이해하고 담화에 적절히 활용한다.
고등학교,화법과 언어,선택과목,[12화언01-05],담화의 맥락에 적절한 어휘와 문법 요소를 선택하여 화자의 태도를 드러낸다. 
고등학교,화법과 언어,선택과목,[12화언01-06],담화의 구조를 고려하여 적절한 어휘와 문장으로 응집성 있는 담화를 구성한다. 
고등학교,화법과 언어,선택과목,[12화언01-07],다양한 유형의 담화와 매체를 대상으로 언어의 공공성을 이해하고 평가한다. 
고등학교,화법과 언어,선택과목,[12화언01-08],자아 개념이 의사소통 방식에 미치는 영향을 인식하고 협력적인 관계 형성에 적절한 방식으로 대화한다. 
고등학교,화법과 언어,선택과목,[12화언01-09],정제된 언어적 표현 전략 및 적절한 준언어적⋅비언어적 표현 전략을 활용하여 발표한다. 
고등학교,화법과 언어,선택과목,[12화언01-10],화자의 공신력을 이해하고 효과적인 설득 전략을 활용하여 연설한다. 
고등학교,화법과 언어,선택과목,[12화언01-11],토의에서 주제와 관련된 다양한 자료를 통해 공동체의 문제를 분석하고 합리적으로 해결한다. 
고등학교,화법과 언어,선택과목,[12화언01-12],"주장, 이유, 근거, 전제 등 논증 요소 간의 연결 관계를 분석하며 듣는다."
고등학교,화법과 언어,선택과목,[12화언01-13],상황에 맞는 협상 전략을 사용하여 서로 만족할 수 있는 대안을 찾아 의사 결정을 한다. 
고등학교,화법과 언어,선택과목,[12화언01-14],기호를 활용한 사회적 행위로서의 국어생활을 성찰하고 문제점을 개선하는 태도를 지닌다. 
고등학교,화법과 언어,선택과목,[12화언01-15],언어 공동체의 담화 관습을 이해하고 다양성을 존중하는 의사소통 문화 형성에 기여하는 태도를 지닌다.
고등학교,독서와 작문,선택과목,[12독작01-01],독서와 작문의 의사소통 방법과 특성을 이해하고 문어 의사소통 생활을 주도적으로 실천하고 성찰한다. 
고등학교,독서와 작문,선택과목,[12독작01-02],독서의 목적과 작문의 맥락을 고려하여 가치 있는 글이나 자료를 탐색하고 선별한다. 
고등학교,독서와 작문,선택과목,[12독작01-03],글에 드러난 정보를 바탕으로 글의 내용을 파악하고 글에 드러나지 않은 정보를 추론하며 읽는다. 
고등학교,독서와 작문,선택과목,[12독작01-04],"글의 내용이나 관점, 표현 방법, 글에 반영된 맥락 등을 평가하며 읽는다."
고등학교,독서와 작문,선택과목,[12독작01-05],글을 읽으며 다양한 내용 조직 방법과 표현 전략을 찾고 이를 글쓰기에 활용한다. 
고등학교,독서와 작문,선택과목,[12독작01-06],자신의 글을 분석적⋅비판적 관점으로 읽고 내용과 형식을 효과적으로 고쳐 쓴다.
고등학교,독서와 작문,선택과목,[12독작01-07],인간과 예술을 다룬 인문⋅예술 분야의 글을 읽고 삶과 예술에 대한 자신의 생각을 담은 글을 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-08],사회적⋅역사적 현상이나 쟁점 등을 다룬 사회⋅문화 분야의 글을 읽고 사회⋅문화적 사건이나 역사적 인물에 대한 관점을 담은 글을 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-09],과학⋅기술의 원리나 지식을 다룬 과학⋅기술 분야의 글을 읽고 과학⋅기술의 개념이나 현상을 설명하는 글을 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-10],글이나 자료에서 가치 있는 정보를 수집하고 효과적으로 조직하면서 정보를 전달하는 글을 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-11],글이나 자료에서 타당한 근거를 수집하고 효과적인 설득 전략을 활용하여 논증하는 글을 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-12],정서 표현과 자기 성찰의 글을 읽고 자신의 정서를 진솔하게 표현하거나 자신의 삶을 성찰하는 글을 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-13],다양한 글을 주제 통합적으로 읽고 학습의 목적과 교과의 특성을 고려하여 학습을 위한 글을 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-14],매체의 유형과 특성을 고려하며 글이나 자료를 읽고 쓴다. 
고등학교,독서와 작문,선택과목,[12독작01-15],독서와 작문의 관습과 소통 문화를 이해하고 공동체의 소통 문화 및 담론 형성에 책임감 있게 참여한다. 
고등학교,문학,선택과목,[12문학01-01],"문학이 인간과 세계에 대한 이해를 돕고, 삶의 의미를 깨닫게 하며, 정서적·미적으로 삶을 고양함을 이해한다."
고등학교,문학,선택과목,[12문학01-02],문학의 여러 갈래들의 특성과 문학의 맥락에 대해 이해한다. 
고등학교,문학,선택과목,[12문학01-03],주요 작품을 중심으로 한국 문학의 범위와 갈래 변화 양상을 탐구한다.
고등학교,문학,선택과목,[12문학01-04],한국 문학에 반영된 시대 상황을 이해하고 문학과 역사의 상호 영향 관계를 탐구한다. 
고등학교,문학,선택과목,[12문학01-05],한국 작품과 외국 작품을 비교하며 읽고 한국 문학의 보편성과 특수성을 파악한다. 
고등학교,문학,선택과목,[12문학01-06],문학 작품에서는 내용과 형식이 긴밀하게 연관됨을 이해하며 작품을 수용한다. 
고등학교,문학,선택과목,[12문학01-07],"작품을 공감적, 비판적, 창의적으로 수용하고 그 결과를 다양한 방식으로 표현한다."
고등학교,문학,선택과목,[12문학01-08],작품을 읽고 새로운 시각으로 재구성하거나 주체적인 관점에서 작품을 창작한다. 
고등학교,문학,선택과목,[12문학01-09],다양한 매체로 구현된 작품의 창의적 표현 방법과 심미적 가치를 문학적 관점에서 수용하고 소통한다. 
고등학교,문학,선택과목,[12문학01-10],문학을 통하여 자아를 성찰하고 타자를 이해하며 상호 소통한다.
고등학교,문학,선택과목,[12문학01-11],문학을 통해 공동체가 처한 여러 문제들을 이해하고 문제 해결에 참여하는 태도를 지닌다. 
고등학교,문학,선택과목,[12문학01-12],주체적인 문학 활동을 생활화하여 지속적으로 문학을 즐기는 태도를 지닌다. 
고등학교,주제 탐구 독서,선택과목,[12주탐01-01],주제 탐구 독서의 의미를 이해하고 관심 있는 분야에서 탐구할 주제를 탐색한다. 
고등학교,주제 탐구 독서,선택과목,[12주탐01-02],학업과 진로 탐색을 위해 주제 탐구의 독서 목적을 수립하고 주제를 선정한다. 
